Add_notification_email,"Hallo %s,

wir freuen uns, dass Sie eine Anzeige beim %s-Sprach-Tandem aufgegeben haben. Bitte klicken hier um ihr Angebot zu aktivieren:
%s

Interessierte können Sie nun über unser Portal kontaktieren. Wir leiten Ihnen Anfragen mit den Kontaktdaten weiter. Sie entscheiden dann, ob Sie in direkten Kontakt treten möchten.

Wir empfehlen Ihnen für die ersten Treffen einen unserer vorgeschlagenen Orte zu nutzen. Diese finden Sie auf der Homepage.

Wir wünschen Ihnen viel Erfolg und viel Spaß beim %s-Sprach-Tandem!

Beste Grüße

%s-Sprach-Tandem-Team



Sie können Ihr Angebot unter dem folgenden Link löschen:
%s

Sie können Ihr Angebot unter dem folgenden Link bearbeiten:
%s

Bei Fragen und Anregungen können Sie sich unter der folgenden Email-Adresse bei uns melden: %s","Hello %s,

We are glad that you placed an advert in the %s Language Tandem. Click here to activate your offer: 
%s

People who are interested can now contact you through our portal. We will forward any request with the contact details to you. Then it is up to you to decide if to get into direkt contact.

For the first meetings we recommend one of our meeting suggestions. You can find them on our homepage.

We wish you good luck and a lots of fun at the %s Language Tandem!

Best regards

The %s Language Tandem Team



You can deactivate your offer using the following link:
%s

You can edit your offer using the following link:
%s

If you have any questions of recommendations you cann write an email to: %s","Salut %s,

tu as placé une annonce dans le cadre du tandem linguistique de la %s. Clique ici pour l'activer:
%s

Les personnes intéressées par ton annonce peuvent désormais te contacter à travers notre site. Nous te faisons parvenir leurs demandes avec leurs contacts. Tu décides ensuite si tu veux les contacter personnellement

Pour une première rencontre, nous te conseillons un des lieux mentionnés sur notre site.

Nous te souhaitons bonne chance avec le tandem linguistique de la %s!

Meilleures salutations,

Le team du tandem linguistique de la %s


Tu peux supprimer ton annonce sous ce lien:
%s

Tu peux actualiser ton annonce sous ce lien:
%s
					
Pour toute question et remarque, tu peux nous contacter: %s","Hola %s,

nos alegramos de que hayas publicado un anuncio en %s-Sprach-Tandem. Haz click en éste link para activar tu oferta:
%s											
Los interesados podrán contactar contigo a través de nuestro portal. Nosotros te vamos a transmitir las peticiones que recibas, con los datos de las personas que deseen ponerse en contacto contigo. Tu puedes decidir luego si quieres tener contacto directo con ellos.

Para el primer encuentro con tu Tándem, te recomendamos que utilices los sitios que proponemos y que puedes encontrar en nuestra página web.

¡Te deseamos mucho éxito en el %s-Sprach-Tandem!

Saludos,

%s-Sprach-Tandem-Team



Puedes borrar tu oferta a través del siguiente link:
%s

Puedes modificar tu oferta a través del siguiente link:
%s

Si tienes qualquier pregunta o sugerencia, puedes escribirnos a: %s","%s أهل

:نتفرج بأنك سجلت إعلانًا لدى التنديم الاغوي لـ%s. اضرط على الربط التالي لتشغيله
%s
	
ن المهتمين به يستطيعون الاتصال بك بطريقة موقعنا. نحن نبعث لك رسالة تتضمن بعض المعلومات عن

لشخص الذي يريد التواصل معك. ثم تقرر إذا شئت التواصل بطريقة مباشرة .نقترح لك أن تختار للقائكما الأول أحد الأماكن التي اقترحناها على موقعنا

.نتمنى لك النجاح والفرح مع التنديم الاغوي لـ%s


تحياتنا المخلصة

ريق التنديم الاغوي لـ%s
						
:تستطيع أن تحذف إعلانك بالربط التالي
%s
						:تستطيع أن تعدل إعلانك بالربط التالي
%s
						
%s :إن كانت لك أسئلة أو نصائح ندعوك أن توجهها إلينا تحت العنوان التالي","%s سلام

از اینکه درخواست خود را به برنامه شراکت زبانی %s ارایه نمودید، بسیار خوشحالیم. لطفا روی  این لینک کلیک نموده تا درخواست شما فعال گردد

%s
						
لاقه مندان می توانند صرفا از طریق پرتال ما با شما تماس برقرار نمایند. ما درخواست آنها را به همراه اطلاعات تماس به شما ارسال می نماییم. شما مختار خواهید بود، که تصمیم بگیرید آیا با شخص موردنظر در تماس مستقیم باشید یا خیر.

 ما به شما پیشنهاد می کنیم که برای اولین قرار خود به  مکانهای ارایه اشده توسط  ما روید. اطلاعات این مکانها در سایت موجود  می باشد.

برایتان آرزوی موفقیت و لحظاتی خوش در برنامه شراکت زبانی  %sداریم .

با بهترین سلامها

تیم هماهنگ کننده برنامه شراکت زبانی %s
						:شما می توانید با مراجعه به این لینک درخواست خود را حذف کنید
%s

:شما می توانید با مراجعه به این لینک روی درخواست خود کار کنید
%s

چنانچه با مشکلی مواجه شدید یا اینکه نظر یا پیشنهادی دارید، لطفا  آنرا به ایمیل  : ارسال نمایید %s"
Add_datenschutz,"Ich bin einverstanden, dass meine Daten wie zum Beispiel mein Name und meine Emailadresse gespeichert werden. Diese Daten werden nur zum Betrieb des KuB-Sprach-Tandems verwendet.","I agree that my data such as name and email address will be saved. This data will only be used to drive the KuB Language Tandem. ",,,,
Add_ausfuellen,"Bitte alle Felder ausfüllen, ein gültige Email-Adresse angeben und die Datenschutzbedingungen akzeptieren.","Please fill in all fields, enter a correct e-mail address and accept the privacy terms.","Remplis toutes les cases, utilise un e-mail valide et accepte les conditions de protection des données personnelles.","Por favor, rellena todas las casillas, proporciona una dirección de E-mail váilda i acepta las condiciones de privacidad de datos.","يرجى إملاء كل المربعات و أكتب عنوان الإمايل الخاص بك. أقبل على سياسة الخصوصية.","لطفا همه موارد را تکمیل کنید، ایمیل معتبر ارایه و شرایط مربوط به حفظ اطلاعات شخصی را تایید نمایید."
Add_Title,"Anzeige aufgeben","Add Advert",,,,
Add_gesendet,"Ihre Anzeige wurde aufgenommen.

Sie werden jetzt eine Email von uns erhalten, die einen Aktivierungslink für die Anzeige enthält. Wenn Sie auf diesen Link klicken, wird Ihre Anzeige veröffentlicht.","Your advert is submitted.

Now you will receive an e-mail from us, including an activation link for your advert. If you click on this link, your advert will be released.","Ton annonce a été enregistrée. 
Tu vas recevoir un e-mail avec un lien pour activer ton annonce. Si tu cliques sur ce lien, ton annonce sera publiée.","Tu anuncio ha sido aceptado.

Ahora recibirás un e-mail con un link para activar tu anuncio. Cuando hagas click sobre éste link, tu anuncio será publicado.",".تم تسجيل إعلانك.الآن ستتلقى إيمايل منا يتضمن رابطًا لتشغيل إعلانك. إن فتحت هذا الرابط فيتمنشر إعلانك","درخواست شما دریافت گردید.\n\nبلافاصله ایمیلی ازطرف ما حاوی یک لینک به منظور فعالسازی درخواستتان دریافت خواهید کرد، چنانچه روی لینک کلیک نمایید، درخواستتان منتشر خواهد شد."
Add_nichtGesendet,"Die Bestätigungsemail konnte leider nicht versendet werden. Wahrscheinlich ist die von Ihnen eingegebene Email-Adresse nicht korrekt.","The confirmation e-mail could not be sent. Propably you entered an e-mail address, which is not correct.","L'e-mail de confirmation n'a pas pu être envoyé. L'adresse e-mail que tu as indiquée n'est probablement pas correcte.","El email de confirmación no se ha podido enviar. Probablemente la dirección de email que nos has proporcionado sea incorrecta.","لم ينجح إرسال إيمايل التأكيد. لعل عنوانك للإيمايل غير صالح","چنانچه ایمیل ارائه شده صحیحح و معتبر نباشد، ایمیل تاییدیه ارسال نخواهد شد."
zurueck,zurück,back,retour,espalda,پشت,ظهر
View_alter,Alter,Age,Âge,Edad,العمر,سن
View_geschlecht,Geschlecht,Gender,Sexe,Sexo,الجنس,س
View_skills,Sprachkenntnis,"Language skills","Niveau de connaissance de la langue recherchée",Nivel,"مستوى اللغة","میزان تسلط به زبان  درخواستی"
View_skills_0,"ein bisschen","just a bit","un peu","un poco",قليلا,اندک
View_skills_1,"geht so",intermediate,"ça va","más o menos",متوسط,"قابل قبول"
View_skills_2,gut,good,bon,bien,جيد,خوب
View_skills_3,"sehr gut","very good","très bon","muy bien","جيد جدا","خیلی خوب"
View_ort,Wohnort,"Place of residency","Lieu de domicile",Domicilio,"مكان الإقامة",کلن
View_spracheAng,"Angebotene Sprache","Offered Language","Langue offerte","Idioma ofrecido","يقدم اللغة"," زبان ارایه شده"
View_spracheGes,"Gesuchte Sprache","Requested Language","Langue recherchée","Idioma buscado","اللغة المرغوب بها"," زبان درخواستی"
View_beschreibung,Beschreibung,Description,Informations,Descripción,صفات,"توضیحات بیشتر"
View_Form_name,"Ihr Name","Your name","Ton Nom",Nombre,إسمك,نام
View_Form_alter,"Ihr Alter","Your age","Ton âge",Edad,عمرك,سن
View_Form_geschlecht,"Ihr Geschlecht","Your gender","Ton sexe",Sexo,الجنس,جنس
View_Form_ort,"Ihr Wohnort","Your city","Ton lieu de domicile",Domicilio,"مكان إقامتك","محل اقامت"
View_Form_email,"Ihre Emailadresse","Your e-mail address","Ton e-mail","Dirección de E-mail","عنوان إمايلك",ایمیل
View_Form_email_nochmal,"Email-Adresse wiederholen","Repeat e-mail adress","Répétez e-mail","Repetir E-mail","كرر البريد الإلكتروني","""ایمیل تکرار"""
View_Form_text,"Ihre Nachricht","Your Message","Ton message","Tu mensaje",رسالتك,پیغام
View_Form_nachrichtAn,"Nachricht senden an ","Send Message to ","Envoyer un message à ","Mandar un mensaje a "," أرسل رسالة إلى","ارسال پیام به"
View_Form_ausfuellen,"Bitte alle Felder ausfüllen, ein gültige Email-Adresse angeben und die Datenschutzbedingungen akzeptieren.","Please fill in all fields, enter a valid email addess and accept the data security requirements.","Remplis toutes les cases, utilise un e-mail valide et accepte les conditions de protection des données personnelles.","Por favor, rellena todas las casillas, proporciona una dirección de E-mail váilda i acepta las condiciones de privacidad de datos.","يرجى إملاء كل المربعات و أكتب عنوان الإمايل الخاص بك. أقبل على سياسة الخصوصية.","لطفا همه موارد را تکمیل کنید، ایمیل معتبر ارایه و شرایط مربوط به حفظ اطلاعات شخصی را تایید نمایید."
View_Form_senden,senden,send,envoyer,enviar,إرسال,ارسال
View_AnzeigeMelden,"Anzeige melden","report advert",,,,
View_gesendet,"Ihre Nachricht wurde abgeschickt. Wenn der/die Anbieter_in dieser Anzeige Interesse an einem Sprach-Tandem mit Ihnen hat, wird er/sie sich direkt bei Ihnen melden.","Your message was sent. If the provider of this advert is interested in a Sprach-Tandem with you, he/she will contect you directly.","Ton message a été envoyé. Si la personne qui a placé cette annonce est intéressée par un tandem avec toi, elle te contactera directement.","Tu mensaje ha sido enviado. Si la persona que ha publicado este anuncio tiene interés en hacer un Tándem contigo, te contactará a ti directamente.",".تم إرسال رسالتك. إن اهتم ناشر هذا الإعلان (أو ناشرته) بالقيام بتنديم لغوي معك فسيقوم بالاتصال المباشر معك""","پیام شما ارسال گردید. چنانچه فردی به درخواست شما برای انجام شراکت زبانی علاقه مند باشد، مستقیما با خودتان تماس می گیرد."
View_nichtGesendet,"Ihre Nachricht konnte nicht abgeschickt werden. Wahrscheinlich ist die von Ihnen eingegebene Email-Adresse nicht korrekt.","Your message could not be sent. Propably you entered an e-mail address, which is not correct.","Ton message n'a pas pu être envoyé. L'adresse e-mail que tu as indiquée n'est probablement pas correcte.","Tu mensaje no se ha podido enviar. Probablemente la dirección de email que nos has proporcionado sea incorrecta.","لم ينجح إرسال رسالتك. لعل العنوان الذي أدخلته غير صالح","چنانچه ایمیل ارائه شده صحیحح و معتبر نباشد، پیامتان ارسال نخواهد شد."
View_email_subject,"%s-Sprach-Tandem: Sie haben eine Nachricht","%s Language Tandem: You have a new message","Tandem linguistique de la %s: tu as reçu un message","%s-Sprach-Tandem: Tienes un mensaje nuevo","لك رسالة جديدة:تاندم اللغة للـ%s",
View_notification_email,"Hallo %s,

%s ist an einem Sprach-Tandem %s-%s mit Ihnen interessiert.

Alter: %s
Geschlecht: %s
Wohnort: %s
Email-Adresse: %s

Es wurde folgende Nachricht bei uns für Sie hinterlassen:

%s


Wir wünschen Ihnen viel Spaß beim ersten Treffen

Beste Grüße

%s-Sprach-Tandem-Team","Hello %s,

%s is interested in a language tandem (%s-%s) with you.

Age: %s
Gender: %s
Place of residency: %s
E-mail address: %s

The following message has been left for you: 

%s


We wish you both a lot of fun with your first meeting.

Best regards

The %s Language Tandem Team","Salut %s,

%s iest intéressé par un tandem linguistique (%s-%s) avec toi.

Ager: %s
Sexe: %s
Lieu de domicile: %s
e-mail: %s

Le message suivant t'a été envoyé: 
%s

						Nous vous souhaitons bonne chance pour votre première rencontre.

Meilleures salutations,

Le team du tandem linguistique de la %s","Hola %s,

%s está interesado en hacer un Tándem contigo (%s-%s).

Edad: %s
Sexo: %s
Domicilio: %s
Dirección de E-Mail: %s

Nos ha dejado este mensaje para ti:
						
%s
						Pasadlo muy bien en vuestro primer encuentro!

Saludos,
						%s-Sprach-Tandem-Team","%s أهلا

.يريد أن يقوم بتنديد لغوي معك %s (%s-%s)"".
						
%s :عمر
%s :جنس
%s :يسكن في
%s :عنوان إيمايل

:قد تُركت الرسالة التالية لك عيدنا
%s


نتمنى لكما أن يكون لقاءكما الأول ممتعًا.

تحياتنا المخلصة,

فريق التنديم الاغوي لـ%s","%s سلام

 علاقه مند است  با تو شریک زبانی باشد %s
(%s-%s)

%s :سن
%s :جنس
%s :محل اقامت
%s :ایمیل

:این پیغام برای شما ارسال شده است

%s

ما برایتان اوقات خوشی در اولین ملاقات آرزو می کنیم.

با بهترین سلامها

%sتیم هماهنگ کننده برنامه شراکت زبانی "
View_datenschutz,"Ich bin einverstanden, dass meine Daten wie zum Beispiel mein Name und meine Emailadresse gespeichert werden. Diese Daten werden nur zum Betrieb des KuB-Sprach-Tandems verwendet.","I agree that my data such as name and email address will be saved. This data will only be used to drive the KuB Language Tandem.",,,,
sprache_afrikaans,Afrikaans,Afrikaans,Afrikaans,Afrikaans,أفريقاني,فریکانس
sprache_albanisch,Albanisch,Albanian,Albanaise,Albanés,ألباني,لبانیایی
sprache_amharisch,Amharisch,Amharic,Amharique,Amárico,أمهري,امهری
sprache_arabisch,Arabisch,Arabian,Arabe,Árabe,عربي,عربی
sprache_armenisch,Armenisch,Armenian,Arménien,Armenio,أرميني,ارمنی
sprache_bambara,Bambara,Bambara,Bambara,Bambara,بامبارى,بنگالی
sprache_bengali,Bengali,Bengali,Bengali,Bengali,بنغالي,
sprache_bosnisch,Bosnisch,Bosnian,Bosnien,Bosnio,بوسني,بوسنی
sprache_bulgarisch,Bulgarisch,Bulgarian,Bulgare,Búlgaro,بلغاري,بلغاری
sprache_chinesisch,Chinesisch,Chinese,Chinois,Chino,صيني,چینی
sprache_dänisch,Dänisch	,Danish,Danois,Danés,دانماركي,دانمارکی
sprache_deutsch,Deutsch,German,Allemand,Alemán,ألماني,لمانی
sprache_englisch,Englisch,English,Anglais,Inglés,إنجليزي,انگلیسی
sprache_estnisch,Estnisch,Estorian,Estonien,Estonia,أستوني,"زبان استونی"
sprache_ewe,Ewe,Ewe,Ewe,Ewe,إوي,میش
sprache_finnisch,Finnisch,Finnish,Finnios,Finlandés,فنلندي,فنلاندی
sprache_französisch,Französisch,French,Français,Francés,فرانسي,فرانسوی
sprache_fula,Fula,Fula,Fula,Fula,فولا,
sprache_griechisch,Griechisch,Greek,Grec,Griego,يوناني,یونانی
sprache_gujarati,Gujarati,Gujarati,Gujarati,Gujarati,غوجاراتي,گجراتی
sprache_hausa,Hausa,Hausa,Hausa,Hausa,هاوسى,
sprache_hebräisch,Hebräisch,Hebrew,Hébreu,Hebreo,عبري,"زبان عبری"
sprache_hindi,Hindi,Hindi,Hindi,Hindi,هندي,
sprache_igbo,Igbo,Igbo,Igbo,Igbo,إقبو,هندی
sprache_indonesisch,Indonesisch,Indonesian,Indonésienne,Indonesio,إندونيسي,اندونزی
sprache_isländisch,Isländisch,Icelandic,Islandais,Islandés,ايسلاندي,"زبان ایسلندی"
sprache_italienisch,Italienisch,Italian,Italien,Italiano,إيطالي,ایتالیایی
sprache_japanisch,Japanisch,Japanese,Japonais,Japonés,ياباني,ژاپنی
sprache_javanisch,Javanisch,Javanese,Javanais,Javanés,جاوي,جاوه
sprache_kannada,Kannada,Kannada,Kannada,Kannada,كانادي,کانادا
sprache_kikongo,Kikongo,Kikongo,Kikongo,Kikongo,كيكونغو,
sprache_koreanisch,Koreanisch,Korean,Coréen,Coreano,كوري,"کره ای"
sprache_krio,Krio,Krio,Krio,Krio,Krio,
sprache_kroatisch,Kroatisch,Croatian,Croate,Croata,كرواتي,کرواتی
sprache_kurdisch,Kurdisch,Kurdish,Kurde,Kurdo,كردي,کردی
sprache_lamnso,Lamnso,Lamnso,Lamnso,Lamnso,Lamnso,
sprache_lettisch,Lettisch,Latvian,Letton,Letón,لاتفي,لتونی
sprache_lingala,Lingala,Lingala,Lingala,Lingala,لينغالى,لینگالا
sprache_litauisch,Litauisch,Lithuanian,Lituanien,Lituano,لتواني,"زبان لیتوانی"
sprache_maltesisch,Maltesisch,Maltese,Maltais,Maltés,مالطي,"اهل مالت"
sprache_marathi,Marathi,Marathi,Marathi,Marathi,مهاراتي,مراتی
sprache_mazedonisch,Mazedonisch,Macedonian,Macédonien,Macedonio,مقدوني,مقدونی
sprache_mongolisch,Mongolisch,Mongolian,Mongol,Mongol,المنغولية,مغولی
sprache_niederländisch,Niederländisch,Dutch,Néerlandais,Holandés,هولندي,هلندی
sprache_norwegisch,Norwegisch,Norwegian,Norvégien,Noruego,نرويجي,نروژی
sprache_russisch,Russisch,Russian,Russe,Ruso,روسي,روسی
sprache_paschto,Paschto,Pashto,Paschto,Paschto,باشتو,پشتو
sprache_persisch,Persisch,Persian,Persan,Persa,فارسي,فارسی
sprache_pidgin,Pidgin,Pidgin,Pidgin,Pidgin,"لغة مبسطة",
sprache_polnisch,Polnisch,Polnish,Polnais,Polaco,بولندي,لهستانی
sprache_portugiesisch,Portugiesisch,Portugisisch,Portugais,Portugués,برتوغالي,پرتغالی
sprache_punjabi,Punjabi,Punjabi,Punjabi,Punjabi,بنجابي,پنجابی
sprache_romanes,Romanes,Romanes,Romanes,Romanes,رومي,
sprache_rumänisch,Rumänisch,Romanian,Roumain,Rumano,روماني,"زبان رومانی"
sprache_serbisch,Serbisch,Serbian,Serbe,Serbio,صربي,صرب
sprache_singhalesisch,Singhalesisch,Singhalese,,Cingalés,سنهالي,
sprache_schwedisch,Schwedisch,Schwedish,Suédois,Sueco,سويدي,سوئد
sprache_slowakisch,Slowakisch,Slowakian,Slovaque,Eslovaco,سلوفاكي,اسلواکی
sprache_slowenisch,Slowenisch,Slowenian,Slovène,Esloveno,سلوفيني,اسلوونی
sprache_somali,Somali,Somali,Somali,Somali,سومالي,"اهل سومالی"
sprache_sotho,Sotho,Sotho,Sotho,Sotho,سوتو,سوتو
sprache_spanisch,Spanisch,Spanish,Espagnol,Español,سباني,اسپانیایی
sprache_swahili,Swahili,Swahili,Swahili,Swahili,سواحلي,سواحیلی
sprache_tamilisch,Tamil,Tamil,Tamil,Tamil,تاميل,"زبان تمیل"
sprache_telugu,Telugu,Telugu,Telugu,Telugu,تيلوغو,تلوگو
sprache_thailändisch,Thai,Thai,Thai,Thai,تايلاندي,تایلندی
sprache_tigrinya,Tigrinya,Tigrinya,Tigrinya,Tigrinya,تيغريني,تیگرینیا
sprache_tschechisch,Tschechisch,Czech,Tchèque,Checo,تشيكي,چک
sprache_turkisch,Türkisch,Turkish,Turc,Turco,تركي,ترکی
sprache_twi,Twi,Twi,Twi,Twi,توي,توی
sprache_ukrainisch,Ukrainisch,Ukrainian,Ukrainien,Ucranio,أوكراني,اوکراین
sprache_ungarisch,Ungarisch,Hungarian,Hongrois,Húngaro,هنغاري,مجارستانی
sprache_urdu,Urdu,Urdu,Urdu,Urdu,أردو,"زبان اردو"
sprache_weißrussisch,Weißrussisch,Belarussian,Biélorusse,Belarús,بيلاروسي,بلاروس
sprache_wolof,Wolof,Wolof,Wolof,Wolof,ولوفي,ولوف
sprache_vietnamesisch,Vietnamesisch,Vietnamese,Vietnamien,Vietnamita,فيتنامي,ویتنامی
sprache_yoruba,Yoruba,Yoruba,Yoruba,Yoruba,يوربا,یوروبا
sprache_zulu,Zulu,Zulu,Zulu,Zulu,الزولو,
sprache_gebardensprache,Gebärdensprache,"sign Language","Langue des signes","Lenguaje por señas","لغة الإشارة",یوروبا
releaseDataset,"Anzeige aktiviert","Advert activated",,,,
releaseDataset_Title,"%s-Sprach-Tandem - Anzeige aktivieren","%s Language Tandem - Activate advert",,,,
deleteDataset_button_yes,Ja,Yes,,,,
deleteDataset_button_no,Nein,No,,,,
deleteDataset,"Anzeige gelöscht","Adverd deleted",,,,
deleteDataset_Title,"%s-Sprach-Tandem - Soll Ihre Anzeige wirklich gelöscht werden?","%s Language Tandem - Delete Advert",,,,
editDataset,"Die Änderungen an deiner Anzeige wurden übernommen.","The Changes on your advert were submitted.",,,,
editDataset_Title,"%s-Sprach-Tandem - Anzeige bearbeiten","%s Language Tandem - Edit advert",,,,
Report_Title,"%-Sprach-Tandem - Anzeige melden","%s Language Tandem - Report Advert",,,,
Statistik_Title,"%-Sprach-Tandem - Statistik","%s Language Tandem - Statistics",,,,
Title,%s-Sprach-Tandem,"%s Language Tandem",,,,
Report_Form_email,"Ihre Emailadresse (optional)","Your E-mail address",,,,
Report_Form_email_nochmal,"Email-Adresse wiederholen","Repeat e-mail address",,,,
Report_Form_name,"Ihr Name (optional)","Your Name",,,,
Report_Form_text,"Bitte beschreiben Sie uns, warum Sie diese Anzeige melden möchten","Describe, why you want to report the advert, please.",,,,
Report_Form_senden,senden,send,,,,
Report_textabove,"Das %s-Sprach-Tandem möchte einen diskriminierungsfreien Austausch ermöglichen. Sollten Sie negative Erfahrungen machen, melden Sie sich bitte bei uns.",,,,,
Report_gesendet,"Nachricht gesendet!","Message sent!",,,,
Report_nichtGesendet,"Nachricht gesendet!","Message sent!",,,,
Report_zurück,zurück,back,,,,
Report_email_subject,"%s-Sprach-Tandem - Anzeige gemeldet",,,,,
Report_email,"Hallo,

es wurde eine Anzeige gemeldet:

von: %s

email: %s

Begründung: %s

Diese Anzeige wurde gemeldet:
%s (%s)

%s",,,,,
Reminder_email,"Hallo %s,

Wir wünschen Ihnen weiterhin viel Erfolg und viel Spaß beim %s-Sprach-Tandem!

Beste Grüße

%s-Sprach-Tandem-Team



Sie können Ihr Angebot unter dem folgenden Link löschen:
%s

Sie können Ihr Angebot unter dem folgenden Link bearbeiten:
%s

Bei Fragen und Anregungen können Sie sich unter der folgenden Email-Adresse bei uns melden: %s","Hello %s,

We wish you good luck and a lots of fun at the %s Language Tandem!

Best regards

The %s Language Tandem Team



You can deactivate your offer using the following link:
%s

You can edit your offer using the following link:
%s

If you have any questions of recommendations you cann write an email to: %s",,,,
Reminder_subject,"%s-Sprach-Tandem: Ihre Anzeige","%s Sprach Tandem: Your advert",,,,
Edit_ok,"Daten gespeichert","Data saved",,,,
